Institute,Program,average_ctc,median_ctc,highest_ctc,top_recruiters,job_titles,inst_rank,inst_key,placement_rating,year
"Haldia Institute of Technology, Haldia, Purba Medinipur",Civil Engineering,30.21,25.9,43.16,"Gammon Pvt Ltd, IL&FS India, L&T Pvt Ltd; Batch 2021","Structural Engineer, Site Engineer",21,"haldia institute of technology, haldia, purba medinipur",94.6,2021
"Haldia Institute of Technology, Haldia, Purba Medinipur",Civil Engineering,30.22,25.9,43.17,"Gammon Pvt Ltd, IL&FS India, L&T Pvt Ltd; Batch 2022","Structural Engineer, Site Engineer",21,"haldia institute of technology, haldia, purba medinipur",94.61,2022
"Haldia Institute of Technology, Haldia, Purba Medinipur",Civil Engineering,30.23,25.91,43.18,"Gammon Pvt Ltd, IL&FS India, L&T Pvt Ltd; Batch 2023","Structural Engineer, Site Engineer",21,"haldia institute of technology, haldia, purba medinipur",94.62,2023
"Haldia Institute of Technology, Haldia, Purba Medinipur",Civil Engineering,30.23,25.91,43.19,"Gammon Pvt Ltd, IL&FS India, L&T Pvt Ltd; Batch 2024","Structural Engineer, Site Engineer",21,"haldia institute of technology, haldia, purba medinipur",94.63,2024
"Haldia Institute of Technology, Haldia, Purba Medinipur",Civil Engineering,30.24,25.92,43.2,"Gammon Pvt Ltd, IL&FS India, L&T Pvt Ltd; Batch 2025","Structural Engineer, Site Engineer",21,"haldia institute of technology, haldia, purba medinipur",94.64,2025
"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology (TFW),30.11,25.81,43.01,"Infosys, TCS, Capgemini; Batch 2016","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.53,2016
"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology (TFW),30.11,25.81,43.02,"Infosys, TCS, Capgemini; Batch 2017","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.54,2017
"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology (TFW),30.12,25.82,43.03,"Infosys, TCS, Capgemini; Batch 2018","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.55,2018
"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology (TFW),30.13,25.82,43.04,"Infosys, TCS, Capgemini; Batch 2019","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.56,2019
"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology (TFW),30.13,25.83,43.05,"Infosys, TCS, Capgemini; Batch 2020","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.57,2020
"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology (TFW),30.14,25.84,43.06,"Infosys, TCS, Capgemini; Batch 2021","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.58,2021
"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology (TFW),30.15,25.84,43.07,"Infosys, TCS, Capgemini; Batch 2022","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.59,2022
"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology (TFW),30.16,25.85,43.08,"Infosys, TCS, Capgemini; Batch 2023","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.6,2023
"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology (TFW),30.16,25.85,43.09,"Infosys, TCS, Capgemini; Batch 2024","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.61,2024
"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology (TFW),30.17,25.86,43.1,"Infosys, TCS, Capgemini; Batch 2025","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.62,2025
"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology,30.04,25.75,42.91,"Accenture, TCS, Capgemini; Batch 2016","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.51,2016
"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology,30.04,25.75,42.92,"Accenture, TCS, Capgemini; Batch 2017","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.52,2017
"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology,30.05,25.76,42.93,"Accenture, TCS, Capgemini; Batch 2018","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.53,2018
"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology,30.06,25.76,42.94,"Accenture, TCS, Capgemini; Batch 2019","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.54,2019
"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology,30.07,25.77,42.95,"Accenture, TCS, Capgemini; Batch 2020","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.55,2020
"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology,30.07,25.78,42.96,"Accenture, TCS, Capgemini; Batch 2021","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.56,2021
"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology,30.08,25.78,42.97,"Accenture, TCS, Capgemini; Batch 2022","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.57,2022
"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology,30.09,25.79,42.98,"Accenture, TCS, Capgemini; Batch 2023","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.58,2023
"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology,30.09,25.79,42.99,"Accenture, TCS, Capgemini; Batch 2024","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.59,2024
"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology,30.1,25.8,43,"Accenture, TCS, Capgemini; Batch 2025","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.6,2025
"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering   (TFW),29.97,25.69,42.81,"Qualcomm Pvt Ltd, Nokia India, Samsung Pvt Ltd; Batch 2016","Embedded Engineer, Hardware Engineer",21,"haldia institute of technology, haldia, purba medinipur",94.49,2016
"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering   (TFW),29.97,25.69,42.82,"Qualcomm Pvt Ltd, Nokia India, Samsung Pvt Ltd; Batch 2017","Embedded Engineer, Hardware Engineer",21,"haldia institute of technology, haldia, purba medinipur",94.5,2017
"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering   (TFW),29.98,25.7,42.83,"Qualcomm Pvt Ltd, Nokia India, Samsung Pvt Ltd; Batch 2018","Embedded Engineer, Hardware Engineer",21,"haldia institute of technology, haldia, purba medinipur",94.51,2018
"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering   (TFW),29.99,25.7,42.84,"Qualcomm Pvt Ltd, Nokia India, Samsung Pvt Ltd; Batch 2019","Embedded Engineer, Hardware Engineer",21,"haldia institute of technology, haldia, purba medinipur",94.52,2019
"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering   (TFW),29.99,25.71,42.85,"Qualcomm Pvt Ltd, Nokia India, Samsung Pvt Ltd; Batch 2020","Embedded Engineer, Hardware Engineer",21,"haldia institute of technology, haldia, purba medinipur",94.53,2020
"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering   (TFW),30,25.72,42.86,"Qualcomm Pvt Ltd, Nokia India, Samsung Pvt Ltd; Batch 2021","Embedded Engineer, Hardware Engineer",21,"haldia institute of technology, haldia, purba medinipur",94.54,2021
"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering   (TFW),30.01,25.72,42.87,"Qualcomm Pvt Ltd, Nokia India, Samsung Pvt Ltd; Batch 2022","Embedded Engineer, Hardware Engineer",21,"haldia institute of technology, haldia, purba medinipur",94.55,2022
"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering   (TFW),30.02,25.73,42.88,"Qualcomm Pvt Ltd, Nokia India, Samsung Pvt Ltd; Batch 2023","Embedded Engineer, Hardware Engineer",21,"haldia institute of technology, haldia, purba medinipur",94.56,2023
"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering   (TFW),30.02,25.73,42.89,"Qualcomm Pvt Ltd, Nokia India, Samsung Pvt Ltd; Batch 2024","Embedded Engineer, Hardware Engineer",21,"haldia institute of technology, haldia, purba medinipur",94.57,2024
"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering   (TFW),30.03,25.74,42.9,"Qualcomm Pvt Ltd, Nokia India, Samsung Pvt Ltd; Batch 2025","Embedded Engineer, Hardware Engineer",21,"haldia institute of technology, haldia, purba medinipur",94.58,2025
"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology (TFW),29.9,25.63,42.71,"Infosys, TCS, Wipro; Batch 2016","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.47,2016
"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology (TFW),29.9,25.63,42.72,"Infosys, TCS, Wipro; Batch 2017","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.48,2017
"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology (TFW),29.91,25.64,42.73,"Infosys, TCS, Wipro; Batch 2018","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.49,2018
"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology (TFW),29.92,25.64,42.74,"Infosys, TCS, Wipro; Batch 2019","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.5,2019
"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology (TFW),29.92,25.65,42.75,"Infosys, TCS, Wipro; Batch 2020","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.51,2020
"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology (TFW),29.93,25.66,42.76,"Infosys, TCS, Wipro; Batch 2021","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.52,2021
"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology (TFW),29.94,25.66,42.77,"Infosys, TCS, Wipro; Batch 2022","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.53,2022
"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology (TFW),29.95,25.67,42.78,"Infosys, TCS, Wipro; Batch 2023","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.54,2023
"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology (TFW),29.95,25.67,42.79,"Infosys, TCS, Wipro; Batch 2024","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.55,2024
"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology (TFW),29.96,25.68,42.8,"Infosys, TCS, Wipro; Batch 2025","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.56,2025
"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology (TFW),29.83,25.57,42.61,"Capgemini, Accenture, Wipro; Batch 2016","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.45,2016
"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology (TFW),29.83,25.57,42.62,"Capgemini, Accenture, Wipro; Batch 2017","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.46,2017
"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology (TFW),29.84,25.58,42.63,"Capgemini, Accenture, Wipro; Batch 2018","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.47,2018
"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology (TFW),29.85,25.58,42.64,"Capgemini, Accenture, Wipro; Batch 2019","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.48,2019
"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology (TFW),29.85,25.59,42.65,"Capgemini, Accenture, Wipro; Batch 2020","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.49,2020
"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology (TFW),29.86,25.6,42.66,"Capgemini, Accenture, Wipro; Batch 2021","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.5,2021
"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology (TFW),29.87,25.6,42.67,"Capgemini, Accenture, Wipro; Batch 2022","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.51,2022
"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology (TFW),29.88,25.61,42.68,"Capgemini, Accenture, Wipro; Batch 2023","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.52,2023
"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology (TFW),29.88,25.61,42.69,"Capgemini, Accenture, Wipro; Batch 2024","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.53,2024
"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology (TFW),29.89,25.62,42.7,"Capgemini, Accenture, Wipro; Batch 2025","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.54,2025
"Haldia Institute of Technology, Haldia, Purba Medinipur",Agricultural Engineering,29.76,25.51,42.51,"Wipro, Infosys, TCS; Batch 2016","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.43,2016
"Haldia Institute of Technology, Haldia, Purba Medinipur",Agricultural Engineering,29.76,25.51,42.52,"Wipro, Infosys, TCS; Batch 2017","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.44,2017
"Haldia Institute of Technology, Haldia, Purba Medinipur",Agricultural Engineering,29.77,25.52,42.53,"Wipro, Infosys, TCS; Batch 2018","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.45,2018
"Haldia Institute of Technology, Haldia, Purba Medinipur",Agricultural Engineering,29.78,25.52,42.54,"Wipro, Infosys, TCS; Batch 2019","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.46,2019
"Haldia Institute of Technology, Haldia, Purba Medinipur",Agricultural Engineering,29.78,25.53,42.55,"Wipro, Infosys, TCS; Batch 2020","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.47,2020
"Haldia Institute of Technology, Haldia, Purba Medinipur",Agricultural Engineering,29.79,25.54,42.56,"Wipro, Infosys, TCS; Batch 2021","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.48,2021
"Haldia Institute of Technology, Haldia, Purba Medinipur",Agricultural Engineering,29.8,25.54,42.57,"Wipro, Infosys, TCS; Batch 2022","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.49,2022
"Haldia Institute of Technology, Haldia, Purba Medinipur",Agricultural Engineering,29.81,25.55,42.58,"Wipro, Infosys, TCS; Batch 2023","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.5,2023
"Haldia Institute of Technology, Haldia, Purba Medinipur",Agricultural Engineering,29.81,25.55,42.59,"Wipro, Infosys, TCS; Batch 2024","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.51,2024
"Haldia Institute of Technology, Haldia, Purba Medinipur",Agricultural Engineering,29.82,25.56,42.6,"Wipro, Infosys, TCS; Batch 2025","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.52,2025
"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering,29.69,25.45,42.41,"Broadcom Pvt Ltd, Nokia India, Intel Pvt Ltd; Batch 2016","Embedded Engineer, IC Design Engineer",21,"haldia institute of technology, haldia, purba medinipur",94.41,2016
"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering,29.69,25.45,42.42,"Broadcom Pvt Ltd, Nokia India, Intel Pvt Ltd; Batch 2017","Embedded Engineer, IC Design Engineer",21,"haldia institute of technology, haldia, purba medinipur",94.42,2017
"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering,29.7,25.46,42.43,"Broadcom Pvt Ltd, Nokia India, Intel Pvt Ltd; Batch 2018","Embedded Engineer, IC Design Engineer",21,"haldia institute of technology, haldia, purba medinipur",94.43,2018
"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering,29.71,25.46,42.44,"Broadcom Pvt Ltd, Nokia India, Intel Pvt Ltd; Batch 2019","Embedded Engineer, IC Design Engineer",21,"haldia institute of technology, haldia, purba medinipur",94.44,2019
"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering,29.71,25.47,42.45,"Broadcom Pvt Ltd, Nokia India, Intel Pvt Ltd; Batch 2020","Embedded Engineer, IC Design Engineer",21,"haldia institute of technology, haldia, purba medinipur",94.45,2020
"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering,29.72,25.48,42.46,"Broadcom Pvt Ltd, Nokia India, Intel Pvt Ltd; Batch 2021","Embedded Engineer, IC Design Engineer",21,"haldia institute of technology, haldia, purba medinipur",94.46,2021
"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering,29.73,25.48,42.47,"Broadcom Pvt Ltd, Nokia India, Intel Pvt Ltd; Batch 2022","Embedded Engineer, IC Design Engineer",21,"haldia institute of technology, haldia, purba medinipur",94.47,2022
"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering,29.74,25.49,42.48,"Broadcom Pvt Ltd, Nokia India, Intel Pvt Ltd; Batch 2023","Embedded Engineer, IC Design Engineer",21,"haldia institute of technology, haldia, purba medinipur",94.48,2023
"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering,29.74,25.49,42.49,"Broadcom Pvt Ltd, Nokia India, Intel Pvt Ltd; Batch 2024","Embedded Engineer, IC Design Engineer",21,"haldia institute of technology, haldia, purba medinipur",94.49,2024
"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering,29.75,25.5,42.5,"Broadcom Pvt Ltd, Nokia India, Intel Pvt Ltd; Batch 2025","Embedded Engineer, IC Design Engineer",21,"haldia institute of technology, haldia, purba medinipur",94.5,2025
"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology,29.62,25.39,42.31,"TCS, Accenture, Wipro; Batch 2016","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.39,2016
"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology,29.62,25.39,42.32,"TCS, Accenture, Wipro; Batch 2017","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.4,2017
"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology,29.63,25.4,42.33,"TCS, Accenture, Wipro; Batch 2018","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.41,2018
"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology,29.64,25.4,42.34,"TCS, Accenture, Wipro; Batch 2019","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.42,2019
"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology,29.64,25.41,42.35,"TCS, Accenture, Wipro; Batch 2020","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.43,2020
"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology,29.65,25.42,42.36,"TCS, Accenture, Wipro; Batch 2021","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.44,2021
"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology,29.66,25.42,42.37,"TCS, Accenture, Wipro; Batch 2022","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.45,2022
"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology,29.67,25.43,42.38,"TCS, Accenture, Wipro; Batch 2023","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.46,2023
"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology,29.67,25.43,42.39,"TCS, Accenture, Wipro; Batch 2024","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.47,2024
"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology,29.68,25.44,42.4,"TCS, Accenture, Wipro; Batch 2025","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.48,2025
"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology,29.55,25.33,42.21,"Capgemini, Accenture, Wipro; Batch 2016","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.37,2016
"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology,29.55,25.33,42.22,"Capgemini, Accenture, Wipro; Batch 2017","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.38,2017
"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology,29.56,25.34,42.23,"Capgemini, Accenture, Wipro; Batch 2018","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.39,2018
"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology,29.57,25.34,42.24,"Capgemini, Accenture, Wipro; Batch 2019","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.4,2019
"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology,29.57,25.35,42.25,"Capgemini, Accenture, Wipro; Batch 2020","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.41,2020
"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology,29.58,25.36,42.26,"Capgemini, Accenture, Wipro; Batch 2021","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.42,2021
"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology,29.59,25.36,42.27,"Capgemini, Accenture, Wipro; Batch 2022","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.43,2022
"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology,29.6,25.37,42.28,"Capgemini, Accenture, Wipro; Batch 2023","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.44,2023
"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology,29.6,25.37,42.29,"Capgemini, Accenture, Wipro; Batch 2024","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.45,2024
"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology,29.61,25.38,42.3,"Capgemini, Accenture, Wipro; Batch 2025","Placement Officer, Trainee",21,"haldia institute of technology, haldia, purba medinipur",94.46,2025
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Computer Science & Engineering - TFW,29.48,25.27,42.11,"Zoho Pvt Ltd, TCS India, Google Pvt Ltd; Batch 2016","Backend Developer, Data Engineer",22,alipurduar government engineering and management college,94.35,2016
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Computer Science & Engineering - TFW,29.48,25.27,42.12,"Zoho Pvt Ltd, TCS India, Google Pvt Ltd; Batch 2017","Backend Developer, Data Engineer",22,alipurduar government engineering and management college,94.36,2017
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Computer Science & Engineering - TFW,29.49,25.28,42.13,"Zoho Pvt Ltd, TCS India, Google Pvt Ltd; Batch 2018","Backend Developer, Data Engineer",22,alipurduar government engineering and management college,94.37,2018
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Computer Science & Engineering - TFW,29.5,25.28,42.14,"Zoho Pvt Ltd, TCS India, Google Pvt Ltd; Batch 2019","Backend Developer, Data Engineer",22,alipurduar government engineering and management college,94.38,2019
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Computer Science & Engineering - TFW,29.5,25.29,42.15,"Zoho Pvt Ltd, TCS India, Google Pvt Ltd; Batch 2020","Backend Developer, Data Engineer",22,alipurduar government engineering and management college,94.39,2020
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Computer Science & Engineering - TFW,29.51,25.3,42.16,"Zoho Pvt Ltd, TCS India, Google Pvt Ltd; Batch 2021","Backend Developer, Data Engineer",22,alipurduar government engineering and management college,94.4,2021
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Computer Science & Engineering - TFW,29.52,25.3,42.17,"Zoho Pvt Ltd, TCS India, Google Pvt Ltd; Batch 2022","Backend Developer, Data Engineer",22,alipurduar government engineering and management college,94.41,2022
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Computer Science & Engineering - TFW,29.53,25.31,42.18,"Zoho Pvt Ltd, TCS India, Google Pvt Ltd; Batch 2023","Backend Developer, Data Engineer",22,alipurduar government engineering and management college,94.42,2023
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Computer Science & Engineering - TFW,29.53,25.31,42.19,"Zoho Pvt Ltd, TCS India, Google Pvt Ltd; Batch 2024","Backend Developer, Data Engineer",22,alipurduar government engineering and management college,94.43,2024
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Computer Science & Engineering - TFW,29.54,25.32,42.2,"Zoho Pvt Ltd, TCS India, Google Pvt Ltd; Batch 2025","Backend Developer, Data Engineer",22,alipurduar government engineering and management college,94.44,2025
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Computer Science & Engineering,29.41,25.21,42.01,"Google Pvt Ltd, Amazon India, Microsoft Pvt Ltd; Batch 2016","Data Engineer, Backend Developer",22,alipurduar government engineering and management college,94.33,2016
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Computer Science & Engineering,29.41,25.21,42.02,"Google Pvt Ltd, Amazon India, Microsoft Pvt Ltd; Batch 2017","Data Engineer, Backend Developer",22,alipurduar government engineering and management college,94.34,2017
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Computer Science & Engineering,29.42,25.22,42.03,"Google Pvt Ltd, Amazon India, Microsoft Pvt Ltd; Batch 2018","Data Engineer, Backend Developer",22,alipurduar government engineering and management college,94.35,2018
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Computer Science & Engineering,29.43,25.22,42.04,"Google Pvt Ltd, Amazon India, Microsoft Pvt Ltd; Batch 2019","Data Engineer, Backend Developer",22,alipurduar government engineering and management college,94.36,2019
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Computer Science & Engineering,29.43,25.23,42.05,"Google Pvt Ltd, Amazon India, Microsoft Pvt Ltd; Batch 2020","Data Engineer, Backend Developer",22,alipurduar government engineering and management college,94.37,2020
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Computer Science & Engineering,29.44,25.24,42.06,"Google Pvt Ltd, Amazon India, Microsoft Pvt Ltd; Batch 2021","Data Engineer, Backend Developer",22,alipurduar government engineering and management college,94.38,2021
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Computer Science & Engineering,29.45,25.24,42.07,"Google Pvt Ltd, Amazon India, Microsoft Pvt Ltd; Batch 2022","Data Engineer, Backend Developer",22,alipurduar government engineering and management college,94.39,2022
